id,tanggal,jam,sens1,sens2,sens3,sens4,sens5,sens6,sens7,sens8,sens9,,,,,
11325,14-Jun,13:10,28.8,69.73,9999.36,0,,,,,,,,,,
11326,14-Jun,13:20,28.64,73.48,9538.56,0,,,,,,,,,,
11327,14-Jun,13:30,28.56,73.01,9676.8,0,,,,,,,,,,
11328,14-Jun,13:40,28.72,71.88,9349.12,0,,,,,,,,,,
11329,14-Jun,13:50,28.56,71.13,8832,0,,,,,,,,,,
11330,14-Jun,14:00,28.64,70.94,8478.72,0,,,,,,,,,,
11331,14-Jun,14:10,28.64,72.63,8340.48,0,,,,,,,,,,
11332,14-Jun,14:20,28.41,75.45,8017.92,0,,,,,,,,,,
11333,14-Jun,14:30,28.41,73.38,7649.28,0,,,,,,,,,,
11334,14-Jun,14:40,28.25,73.29,7234.56,0,,,,,,,,,,
11335,14-Jun,14:50,28.09,74.98,7004.16,0,,,,,,,,,,
11336,14-Jun,15:00,28.01,75.45,6819.84,0,,,,,,,,,,
11337,14-Jun,15:10,27.85,77.23,6543.36,0,,,,,,,,,,
11338,14-Jun,15:20,28.09,75.35,6082.56,0,,,,,,,,,,
11339,14-Jun,15:30,28.09,76.2,5552.64,0,,,,,,,,,,
11340,14-Jun,15:40,27.85,76.01,5276.16,0,,,,,,,,,,
11341,14-Jun,15:50,27.85,74.13,4695.04,0,,,,,,,,,,
11342,14-Jun,16:00,27.77,76.85,4423.68,0,,,,,,,,,,
11343,14-Jun,16:10,27.62,76.29,4034.56,0,,,,,,,,,,
11344,14-Jun,16:20,27.85,75.16,3409.92,0,,,,,,,,,,
11345,14-Jun,16:30,28.01,75.45,3087.36,0,,,,,,,,,,
11346,14-Jun,16:40,28.17,73.2,2580.48,0,,,,,,,,,,
11347,14-Jun,16:50,27.62,76.66,2045.44,0,,,,,,,,,,
11348,14-Jun,17:00,27.14,80.13,1376.64,0,,,,,,,,,,
11349,14-Jun,17:10,26.83,81.92,881.28,0,,,,,,,,,,
11350,14-Jun,17:20,26.59,84.45,397.44,0,,,,,,,,,,
11351,14-Jun,17:30,26.51,84.73,123.2,0,,,,,,,,,,
11352,14-Jun,17:40,26.59,84.54,0,0,,,,,,,,,,
11353,14-Jun,17:50,26.59,85.29,0,0,,,,,,,,,,
11354,14-Jun,18:00,26.59,85.48,0,0,,,,,,,,,,
11355,14-Jun,18:10,26.43,85.67,0,0,,,,,,,,,,
11356,14-Jun,18:20,26.35,85.86,0,0,,,,,,,,,,
11357,14-Jun,18:30,26.2,86.42,0,0,,,,,,,,,,
11358,14-Jun,18:40,26.04,86.89,0,0,,,,,,,,,,
11359,14-Jun,18:50,25.96,87.07,0,0,,,,,,,,,,
11360,14-Jun,19:00,25.72,87.73,0,0,,,,,,,,,,
11361,14-Jun,19:10,25.64,88.86,0,0,,,,,,,,,,
11362,14-Jun,19:20,25.41,89.51,0,0,,,,,,,,,,
11363,14-Jun,19:30,25.41,89.79,0,0,,,,,,,,,,
11364,14-Jun,19:40,25.33,90.08,0,0,,,,,,,,,,
11365,14-Jun,19:50,25.09,90.64,0,0,,,,,,,,,,
11366,14-Jun,20,25.01,91.2,0,0,,,,,,,,,,
11367,14-Jun,20:10,24.94,91.86,0,0,,,,,,,,,,
11368,14-Jun,20:20,24.94,91.58,0,0,,,,,,,,,,
11369,14-Jun,20:30,24.94,91.01,0,0,,,,,,,,,,
11370,14-Jun,20:40,24.86,91.2,0,0,,,,,,,,,,
11371,14-Jun,20:50,24.94,91.58,0,0,,,,,,,,,,
11372,14-Jun,21:00,24.86,91.48,0,0,,,,,,,,,,
11373,14-Jun,21:10,25.01,90.92,0,0,,,,,,,,,,
11374,14-Jun,21:20,25.09,89.23,0,0,,,,,,,,,,
11375,14-Jun,21:30,25.33,87.17,0,0,,,,,,,,,,
11376,14-Jun,21:40,25.25,89.7,0,0,,,,,,,,,,
11377,14-Jun,21:50,25.09,90.36,0,0,,,,,,,,,,
11378,14-Jun,22:00,25.01,89.89,0,0,,,,,,,,,,
11379,14-Jun,22:10,25.01,90.36,0,0,,,,,,,,,,
11380,14-Jun,22:20,24.78,91.86,0,0,,,,,,,,,,
11381,14-Jun,22:30,24.62,92.61,0,0,,,,,,,,,,
11382,14-Jun,22:40,24.62,92.89,0,0,,,,,,,,,,
11383,14-Jun,22:50,24.62,92.89,0,0,,,,,,,,,,
11384,14-Jun,23:00,24.38,92.89,0,0,,,,,,,,,,
11385,14-Jun,23:10,24.38,92.89,0,0,,,,,,,,,,
11386,14-Jun,23:20,24.46,92.89,0,0,,,,,,,,,,
11387,14-Jun,23:30,24.23,92.89,0,0,,,,,,,,,,
11388,14-Jun,23:40,24.15,92.89,0,0,,,,,,,,,,
11389,14-Jun,23:50,24.07,92.89,0,0,,,,,,,,,,
11390,15-Jun,0:00,24.07,92.89,0,0,,,,,,,,,,
11391,15-Jun,0:10,24.07,92.89,0,0,,,,,,,,,,
11392,15-Jun,0:20,23.99,92.89,0,0,,,,,,,,,,
11393,15-Jun,0:30,23.99,92.89,0,0,,,,,,,,,,
11394,15-Jun,0:40,23.83,92.89,0,0,,,,,,,,,,
11395,15-Jun,0:50,23.91,92.89,0,0,,,,,,,,,,
11396,15-Jun,1:00,23.75,92.89,0,0,,,,,,,,,,
11397,15-Jun,1:10,23.75,92.89,0,0,,,,,,,,,,
11398,15-Jun,1:20,23.83,92.89,0,0,,,,,,,,,,
11399,15-Jun,1:30,23.59,92.89,0,0,,,,,,,,,,
11400,15-Jun,1:40,23.67,92.89,0,0,,,,,,,,,,
11401,15-Jun,1:50,23.67,92.89,0,0,,,,,,,,,,
11402,15-Jun,2:00,23.59,92.89,0,0,,,,,,,,,,
11403,15-Jun,2:10,23.52,92.89,0,0,,,,,,,,,,
11404,15-Jun,2:20,23.52,92.89,0,0,,,,,,,,,,
11405,15-Jun,2:30,23.52,92.89,0,0,,,,,,,,,,
11406,15-Jun,2:40,23.52,92.89,0,0,,,,,,,,,,
11407,15-Jun,2:50,23.44,92.89,0,0,,,,,,,,,,
11408,15-Jun,3:00,23.44,92.89,0,0,,,,,,,,,,
11409,15-Jun,3:10,23.44,92.89,0,0,,,,,,,,,,
11410,15-Jun,3:20,23.44,92.89,0,0,,,,,,,,,,
11411,15-Jun,3:30,23.44,92.89,0,0,,,,,,,,,,
11412,15-Jun,3:40,23.52,92.89,0,0,,,,,,,,,,
11413,15-Jun,3:50,23.52,92.89,0,0,,,,,,,,,,
11414,15-Jun,4:00,23.44,92.89,0,0,,,,,,,,,,
11415,15-Jun,4:10,23.59,92.89,0,0,,,,,,,,,,
11416,15-Jun,4:20,23.83,92.89,0,0,,,,,,,,,,
11417,15-Jun,4:30,23.75,92.89,0,0,,,,,,,,,,
11418,15-Jun,4:40,23.59,92.89,0,0,,,,,,,,,,
11419,15-Jun,4:50,23.44,92.89,0,0,,,,,,,,,,
11420,15-Jun,5:00,23.52,92.89,0,0,,,,,,,,,,
11421,15-Jun,5:10,23.52,92.89,0,0,,,,,,,,,,
11422,15-Jun,5:20,23.59,92.89,0,0,,,,,,,,,,
11423,15-Jun,5:30,23.59,92.89,0,0,,,,,,,,,,
11424,15-Jun,5:40,23.75,92.89,0,0,,,,,,,,,,
11425,15-Jun,5:50,23.99,92.89,115.92,0,,,,,,,,,,
11426,15-Jun,6:00,24.15,92.89,423.36,0,,,,,,,,,,
11427,15-Jun,6:10,24.23,92.89,659.52,0,,,,,,,,,,
11428,15-Jun,6:20,24.23,92.89,1532.16,0,,,,,,,,,,
11429,15-Jun,6:30,24.23,92.89,1876.48,0,,,,,,,,,,
11430,15-Jun,6:40,24.3,92.89,2661.12,0,,,,,,,,,,
11431,15-Jun,6:50,24.38,92.89,3018.24,0,,,,,,,,,,
11432,15-Jun,7:00,24.46,92.89,3847.68,0,,,,,,,,,,
11433,15-Jun,7:10,24.62,92.89,4930.56,0,,,,,,,,,,
11434,15-Jun,7:20,24.78,92.89,5022.72,0,,,,,,,,,,
11435,15-Jun,7:30,25.01,92.89,4584.96,0,,,,,,,,,,
11436,15-Jun,7:40,25.17,92.89,3962.88,0,,,,,,,,,,
11437,15-Jun,7:50,25.33,91.11,5132.8,0,,,,,,,,,,
11438,15-Jun,8:00,25.57,91.01,8432.64,0,,,,,,,,,,
11439,15-Jun,8:10,25.64,89.33,10424.32,0,,,,,,,,,,
11440,15-Jun,8:20,25.88,88.29,10137.6,0,,,,,,,,,,
11441,15-Jun,8:30,26.04,86.7,11520,0,,,,,,,,,,
11442,15-Jun,8:40,26.12,85.11,15390.72,0,,,,,,,,,,
11443,15-Jun,8:50,26.28,83.89,16220.16,0,,,,,,,,,,
11444,15-Jun,9:00,26.43,84.64,23961.6,0,,,,,,,,,,
11445,15-Jun,9:10,26.59,82.2,28364.8,0,,,,,,,,,,
11446,15-Jun,9:20,26.91,80.6,47185.92,0,,,,,,,,,,
11447,15-Jun,9:30,26.99,79.38,42946.56,0,,,,,,,,,,
11448,15-Jun,9:40,27.3,78.45,37642.24,0,,,,,,,,,,
11449,15-Jun,9:50,27.62,76.2,31846.4,0,,,,,,,,,,
11450,15-Jun,10,27.85,75.07,36864,0,,,,,,,,,,
11451,15-Jun,10:10,27.93,75.26,41779.2,0,,,,,,,,,,
11452,15-Jun,10:20,27.54,77.42,25436.16,0,,,,,,,,,,
11453,15-Jun,10:30,27.85,76.01,36413.44,0,,,,,,,,,,
11454,15-Jun,10:40,27.77,75.45,34099.2,0,,,,,,,,,,
11455,15-Jun,10:50,27.77,78.17,37335.04,0,,,,,,,,,,
11456,15-Jun,11:00,27.85,77.79,50790.4,0,,,,,,,,,,
11457,15-Jun,11:10,28.01,75.63,55664.63,0,,,,,,,,,,
11458,15-Jun,11:20,28.01,74.79,22210.56,0,,,,,,,,,,
11459,15-Jun,11:30,28.01,75.35,61603.84,0,,,,,,,,,,
11460,15-Jun,11:40,28.41,73.48,27279.36,0,,,,,,,,,,
11461,15-Jun,11:50,28.25,72.63,33525.76,0,,,,,,,,,,
11462,15-Jun,12:00,28.09,73.2,58449.92,0,,,,,,,,,,
11463,15-Jun,12:10,28.25,74.98,22487.04,0,,,,,,,,,,
11464,15-Jun,12:20,28.33,74.04,18892.8,0,,,,,,,,,,
11465,15-Jun,12:30,28.25,75.26,19998.72,0,,,,,,,,,,
11466,15-Jun,12:40,28.17,74.13,37580.8,0,,,,,,,,,,
11467,15-Jun,12:50,28.09,74.51,21729.28,0,,,,,,,,,,
11468,15-Jun,13:00,28.33,75.73,18708.48,0,,,,,,,,,,
11469,15-Jun,13:10,28.09,76.01,20828.16,0,,,,,,,,,,
11470,15-Jun,13:20,28.09,77.51,22118.4,0,,,,,,,,,,
11471,15-Jun,13:30,27.93,77.6,19578.88,0,,,,,,,,,,
11472,15-Jun,13:40,28.09,75.16,13680.64,0,,,,,,,,,,
11473,15-Jun,13:50,28.17,75.16,10240,0,,,,,,,,,,
11474,15-Jun,14:00,28.01,74.41,8017.92,0,,,,,,,,,,
11475,15-Jun,14:10,28.01,74.79,7741.44,0,,,,,,,,,,
11476,15-Jun,14:20,28.01,77.13,8156.16,0,,,,,,,,,,
11477,15-Jun,14:30,27.77,77.7,8944.64,0,,,,,,,,,,
11478,15-Jun,14:40,27.54,79.1,9876.48,0,,,,,,,,,,
11479,15-Jun,14:50,27.46,80.32,13271.04,0,,,,,,,,,,
11480,15-Jun,15:00,27.46,81.45,14100.48,0,,,,,,,,,,
11481,15-Jun,15:10,27.62,79.85,11888.64,0,,,,,,,,,,
11482,15-Jun,15:20,27.77,78.92,9676.8,0,,,,,,,,,,
11483,15-Jun,15:30,27.46,82.48,9077.76,0,,,,,,,,,,
11484,15-Jun,15:40,27.3,82.01,7418.88,0,,,,,,,,,,
11485,15-Jun,15:50,27.06,83.6,7004.16,0,,,,,,,,,,
11486,15-Jun,16:00,26.91,83.7,6128.64,0,,,,,,,,,,
11487,15-Jun,16:10,26.83,84.45,5045.76,0,,,,,,,,,,
11488,15-Jun,16:20,26.75,84.17,4446.72,0,,,,,,,,,,
11489,15-Jun,16:30,26.75,83.23,3417.6,0,,,,,,,,,,
11490,15-Jun,16:40,26.67,82.95,2629.12,0,,,,,,,,,,
11491,15-Jun,16:50,26.59,83.79,2188.8,0,,,,,,,,,,
11492,15-Jun,17:00,26.59,84.35,1212.8,0,,,,,,,,,,
11493,15-Jun,17:10,26.43,84.92,645.76,0,,,,,,,,,,
11494,15-Jun,17:20,26.28,85.29,393.28,0,,,,,,,,,,
11495,15-Jun,17:30,26.2,84.35,131.12,0,,,,,,,,,,
11496,15-Jun,17:40,26.2,85.76,0,0,,,,,,,,,,
11497,15-Jun,17:50,26.2,84.07,0,0,,,,,,,,,,
11498,15-Jun,18:00,26.2,82.85,0,0,,,,,,,,,,
11499,15-Jun,18:10,26.12,82.48,0,0,,,,,,,,,,
11500,15-Jun,18:20,26.12,82.48,0,0,,,,,,,,,,
11501,15-Jun,18:30,26.12,83.42,0,0,,,,,,,,,,
11502,15-Jun,18:40,26.12,82.48,0,0,,,,,,,,,,
11503,15-Jun,18:50,26.12,84.35,0,0,,,,,,,,,,
11504,15-Jun,19:00,25.8,84.82,0,0,,,,,,,,,,
11505,15-Jun,19:10,25.57,86.51,0,0,,,,,,,,,,
11506,15-Jun,19:20,25.57,87.07,0,0,,,,,,,,,,
11507,15-Jun,19:30,25.41,87.82,0,0,,,,,,,,,,
11508,15-Jun,19:40,25.33,88.01,0,0,,,,,,,,,,
11509,15-Jun,19:50,25.25,88.67,0,0,,,,,,,,,,
11510,15-Jun,20,25.25,89.79,0,0,,,,,,,,,,
11511,15-Jun,20:10,25.17,90.17,0,0,,,,,,,,,,
11512,15-Jun,20:20,25.01,90.45,0,0,,,,,,,,,,
11513,15-Jun,20:30,25.01,90.26,0,0,,,,,,,,,,
11514,15-Jun,20:40,25.01,91.01,0,0,,,,,,,,,,
11515,15-Jun,20:50,25.01,91.29,0,0,,,,,,,,,,
11516,15-Jun,21:00,25.01,91.58,0,0,,,,,,,,,,
11517,15-Jun,21:10,25.01,92.42,0,0,,,,,,,,,,
11518,15-Jun,21:20,24.94,92.33,0,0,,,,,,,,,,
11519,15-Jun,21:30,24.86,92.7,0,0,,,,,,,,,,
11520,15-Jun,21:40,24.94,92.7,0,0,,,,,,,,,,
11521,15-Jun,21:50,24.86,92.7,0,0,,,,,,,,,,
11522,15-Jun,22:00,24.7,92.89,0,0,,,,,,,,,,
11523,15-Jun,22:10,24.62,92.89,0,0,,,,,,,,,,
11524,15-Jun,22:20,24.54,92.89,0,0,,,,,,,,,,
11525,15-Jun,22:30,24.46,92.89,0,0,,,,,,,,,,
11526,15-Jun,22:40,24.38,92.89,0,0,,,,,,,,,,
11527,15-Jun,22:50,24.38,92.89,0,0,,,,,,,,,,
11528,15-Jun,23:00,24.38,92.89,0,0,,,,,,,,,,
11529,15-Jun,23:10,24.38,92.89,0,0,,,,,,,,,,
11530,15-Jun,23:20,24.46,92.89,0,0,,,,,,,,,,
11531,15-Jun,23:30,24.54,92.89,0,0,,,,,,,,,,
11532,15-Jun,23:40,24.38,92.89,0,0,,,,,,,,,,
11533,15-Jun,23:50,24.38,92.89,0,0,,,,,,,,,,
11534,16-Jun,0:00,24.3,92.89,0,0,,,,,,,,,,
11535,16-Jun,0:10,24.23,92.89,0,0,,,,,,,,,,
11536,16-Jun,0:20,24.3,92.89,0,0,,,,,,,,,,
11537,16-Jun,0:30,24.3,92.89,0,0,,,,,,,,,,
11538,16-Jun,0:40,24.38,92.89,0,0,,,,,,,,,,
11539,16-Jun,0:50,24.46,92.89,0,0,,,,,,,,,,
11540,16-Jun,1:00,24.46,92.89,0,0,,,,,,,,,,
11541,16-Jun,1:10,24.38,92.89,0,0,,,,,,,,,,
11542,16-Jun,1:20,24.3,92.89,0,0,,,,,,,,,,
11543,16-Jun,1:30,24.23,92.89,0,0,,,,,,,,,,
11544,16-Jun,1:40,24.15,92.89,0,0,,,,,,,,,,
11545,16-Jun,1:50,24.23,92.89,0,0,,,,,,,,,,
11546,16-Jun,2:00,24.23,92.89,0,0,,,,,,,,,,
11547,16-Jun,2:10,24.23,92.89,0,0,,,,,,,,,,
11548,16-Jun,2:20,24.23,92.89,0,0,,,,,,,,,,
11549,16-Jun,2:30,24.38,92.89,0,0,,,,,,,,,,
11550,16-Jun,2:40,24.23,92.89,0,0,,,,,,,,,,
11551,16-Jun,2:50,23.99,92.89,0,0,,,,,,,,,,
11552,16-Jun,3:00,23.99,92.89,0,0,,,,,,,,,,
11553,16-Jun,3:10,24.07,92.89,0,0,,,,,,,,,,
11554,16-Jun,3:20,23.99,92.89,0,0,,,,,,,,,,
11555,16-Jun,3:30,23.99,92.89,0,0,,,,,,,,,,
11556,16-Jun,3:40,23.99,92.89,0,0,,,,,,,,,,
11557,16-Jun,3:50,24.15,92.89,0,0,,,,,,,,,,
11558,16-Jun,4:00,23.91,92.89,0,0,,,,,,,,,,
11559,16-Jun,4:10,23.83,92.89,0,0,,,,,,,,,,
11560,16-Jun,4:20,23.83,92.89,0,0,,,,,,,,,,
11561,16-Jun,4:30,23.67,92.89,0,0,,,,,,,,,,
11562,16-Jun,4:40,23.67,92.89,0,0,,,,,,,,,,
11563,16-Jun,4:50,23.59,92.89,0,0,,,,,,,,,,
11564,16-Jun,5:00,23.52,92.89,0,0,,,,,,,,,,
11565,16-Jun,5:10,23.52,92.89,0,0,,,,,,,,,,
11566,16-Jun,5:20,23.59,92.89,0,0,,,,,,,,,,
11567,16-Jun,5:30,23.52,92.89,0,0,,,,,,,,,,
11568,16-Jun,5:40,23.44,92.89,52,0,,,,,,,,,,
11569,16-Jun,5:50,23.44,92.89,254.08,0,,,,,,,,,,
11570,16-Jun,6:00,23.52,92.89,674.24,0,,,,,,,,,,
11571,16-Jun,6:10,23.36,92.89,1486.08,0,,,,,,,,,,
11572,16-Jun,6:20,23.36,92.89,1734.4,0,,,,,,,,,,
11573,16-Jun,6:30,23.36,92.89,3202.56,0,,,,,,,,,,
11574,16-Jun,6:40,23.44,92.89,3978.24,0,,,,,,,,,,
11575,16-Jun,6:50,23.52,92.89,5068.8,0,,,,,,,,,,
11576,16-Jun,7:00,23.67,92.89,6891.52,0,,,,,,,,,,
11577,16-Jun,7:10,23.91,92.89,8340.48,0,,,,,,,,,,
11578,16-Jun,7:20,24.15,92.89,12625.92,0,,,,,,,,,,
11579,16-Jun,7:30,24.54,92.89,14469.12,0,,,,,,,,,,
11580,16-Jun,7:40,25.17,92.89,16128,0,,,,,,,,,,
11581,16-Jun,7:50,25.49,89.04,19527.68,0,,,,,,,,,,
11582,16-Jun,8:00,25.96,86.7,20398.08,0,,,,,,,,,,
11583,16-Jun,8:10,26.2,85.76,27095.04,0,,,,,,,,,,
11584,16-Jun,8:20,26.75,81.82,26173.44,0,,,,,,,,,,
11585,16-Jun,8:30,26.43,82.57,25436.16,0,,,,,,,,,,
11586,16-Jun,8:40,26.83,81.64,28016.64,0,,,,,,,,,,
11587,16-Jun,8:50,26.67,83.23,33689.6,0,,,,,,,,,,
11588,16-Jun,9:00,26.83,80.98,32624.64,0,,,,,,,,,,
11589,16-Jun,9:10,27.54,78.17,39792.64,0,,,,,,,,,,
11590,16-Jun,9:20,27.38,76.48,42209.28,0,,,,,,,,,,
11591,16-Jun,9:30,28.09,74.98,41840.64,0,,,,,,,,,,
11592,16-Jun,9:40,27.62,76.2,41676.8,0,,,,,,,,,,
11593,16-Jun,9:50,27.62,76.38,39260.16,0,,,,,,,,,,
11594,16-Jun,10,27.7,74.04,47001.6,0,,,,,,,,,,
11595,16-Jun,10:10,28.01,73.1,55296,0,,,,,,,,,,
11596,16-Jun,10:20,28.33,72.44,33116.16,0,,,,,,,,,,
11597,16-Jun,10:30,28.33,71.51,69591.04,0,,,,,,,,,,
11598,16-Jun,10:40,28.41,73.29,55664.63,0,,,,,,,,,,
11599,16-Jun,10:50,28.56,74.7,47923.2,0,,,,,,,,,,
11600,16-Jun,11:00,28.56,73.29,49029.12,0,,,,,,,,,,
11601,16-Jun,11:10,28.64,73.95,57589.76,0,,,,,,,,,,
11602,16-Jun,11:20,28.56,73.48,54558.72,0,,,,,,,,,,
11603,16-Jun,11:30,28.41,73.29,48291.84,0,,,,,,,,,,
11604,16-Jun,11:40,28.25,73.1,53493.77,0,,,,,,,,,,
11605,16-Jun,11:50,28.25,72.44,41799.68,0,,,,,,,,,,
11606,16-Jun,12:00,28.41,72.91,49766.4,0,,,,,,,,,,
11607,16-Jun,12:10,28.72,72.44,50708.48,0,,,,,,,,,,
11608,16-Jun,12:20,28.64,69.54,48455.68,0,,,,,,,,,,
11609,16-Jun,12:30,28.72,70.48,42946.56,0,,,,,,,,,,
11610,16-Jun,12:40,28.8,68.88,48373.76,0,,,,,,,,,,
11611,16-Jun,12:50,28.72,69.07,51445.76,0,,,,,,,,,,
11612,16-Jun,13:00,28.8,67.76,37232.64,0,,,,,,,,,,
11613,16-Jun,13:10,28.72,68.04,12625.92,0,,,,,,,,,,
11614,16-Jun,13:20,28.64,69.26,12349.44,0,,,,,,,,,,
11615,16-Jun,13:30,28.48,69.54,11750.4,0,,,,,,,,,,
11616,16-Jun,13:40,28.33,71.51,11796.48,0,,,,,,,,,,
11617,16-Jun,13:50,28.25,70.1,11755.52,0,,,,,,,,,,
11618,16-Jun,14:00,28.25,71.98,11289.6,0,,,,,,,,,,
11619,16-Jun,14:10,28.25,71.04,10598.4,0,,,,,,,,,,
11620,16-Jun,14:20,28.09,70.85,10035.2,0,,,,,,,,,,
11621,16-Jun,14:30,28.17,70.19,9446.4,0,,,,,,,,,,
11622,16-Jun,14:40,27.85,71.6,10757.12,0,,,,,,,,,,
11623,16-Jun,14:50,27.62,73.1,9861.12,0,,,,,,,,,,
11624,16-Jun,15:00,27.54,74.41,9861.12,0,,,,,,,,,,
11625,16-Jun,15:10,27.54,74.41,8432.64,0,,,,,,,,,,
11626,16-Jun,15:20,27.62,72.63,7787.52,0,,,,,,,,,,
11627,16-Jun,15:30,27.62,72.07,7050.24,0,,,,,,,,,,
11628,16-Jun,15:40,27.54,74.23,5760,0,,,,,,,,,,
11629,16-Jun,15:50,27.46,74.23,5690.88,0,,,,,,,,,,
11630,16-Jun,16:00,27.38,74.32,5114.88,0,,,,,,,,,,
11631,16-Jun,16:10,27.3,73.66,4398.08,0,,,,,,,,,,
11632,16-Jun,16:20,27.3,74.7,3525.12,0,,,,,,,,,,
11633,16-Jun,16:30,27.06,74.51,2177.28,0,,,,,,,,,,
11634,16-Jun,16:40,26.83,76.95,1411.2,0,,,,,,,,,,
11635,16-Jun,16:50,26.67,77.79,682.56,0,,,,,,,,,,
11636,16-Jun,17:00,26.59,78.54,521.28,0,,,,,,,,,,
11637,16-Jun,17:10,26.51,80.6,420.48,0,,,,,,,,,,
11638,16-Jun,17:20,26.51,80.23,196.64,0,,,,,,,,,,
11639,16-Jun,17:30,26.51,80.7,77.68,0,,,,,,,,,,
11640,16-Jun,17:40,26.43,79.1,0,0,,,,,,,,,,
11641,16-Jun,17:50,26.35,79.48,0,0,,,,,,,,,,
11642,16-Jun,18:00,26.43,81.17,0,0,,,,,,,,,,
11643,16-Jun,18:10,26.28,79.48,0,0,,,,,,,,,,
11644,16-Jun,18:20,26.28,80.7,0,0,,,,,,,,,,
11645,16-Jun,18:30,26.28,81.45,0,0,,,,,,,,,,
11646,16-Jun,18:40,26.2,80.13,0,0,,,,,,,,,,
11647,16-Jun,18:50,26.12,80.51,0,0,,,,,,,,,,
11648,16-Jun,19:00,26.04,80.04,0,0,,,,,,,,,,
11649,16-Jun,19:10,25.96,81.26,0,0,,,,,,,,,,
11650,16-Jun,19:20,25.88,82.2,0,0,,,,,,,,,,
11651,16-Jun,19:30,25.8,84.17,0,0,,,,,,,,,,
11652,16-Jun,19:40,25.64,85.67,0,0,,,,,,,,,,
11653,16-Jun,19:50,25.57,86.04,0,0,,,,,,,,,,
11654,16-Jun,20,25.49,85.76,0,0,,,,,,,,,,
11655,16-Jun,20:10,25.49,86.51,0,0,,,,,,,,,,
11656,16-Jun,20:20,25.49,86.79,0,0,,,,,,,,,,
11657,16-Jun,20:30,25.57,89.23,0,0,,,,,,,,,,
11658,16-Jun,20:40,25.57,88.39,0,0,,,,,,,,,,
11659,16-Jun,20:50,25.49,88.67,0,0,,,,,,,,,,
11660,16-Jun,21:00,25.49,88.48,0,0,,,,,,,,,,
11661,16-Jun,21:10,25.49,88.67,0,0,,,,,,,,,,
11662,16-Jun,21:20,25.41,90.26,0,0,,,,,,,,,,
11663,16-Jun,21:30,25.25,89.42,0,0,,,,,,,,,,
11664,16-Jun,21:40,25.09,90.17,0,0,,,,,,,,,,
11665,16-Jun,21:50,25.33,89.79,0,0,,,,,,,,,,
11666,16-Jun,22:00,25.41,89.04,0,0,,,,,,,,,,
11667,16-Jun,22:10,25.41,89.04,0,0,,,,,,,,,,
11668,16-Jun,22:20,25.41,88.86,0,0,,,,,,,,,,
11669,16-Jun,22:30,25.41,89.33,0,0,,,,,,,,,,
11670,16-Jun,22:40,25.41,88.39,0,0,,,,,,,,,,
11671,16-Jun,22:50,25.41,88.39,0,0,,,,,,,,,,
11672,16-Jun,23:00,25.33,87.26,0,0,,,,,,,,,,
11673,16-Jun,23:10,25.41,84.92,0,0,,,,,,,,,,
11674,16-Jun,23:20,25.49,85.39,0,0,,,,,,,,,,
11675,16-Jun,23:30,25.41,83.42,0,0,,,,,,,,,,
11676,16-Jun,23:40,25.33,87.36,0,0,,,,,,,,,,
11677,16-Jun,23:50,25.17,88.95,0,0,,,,,,,,,,
11678,17-Jun,0:00,25.01,89.33,0,0,,,,,,,,,,
11679,17-Jun,0:10,24.78,90.26,0,0,,,,,,,,,,
11680,17-Jun,0:20,24.78,90.26,0,0,,,,,,,,,,
11681,17-Jun,0:30,24.86,89.79,0,0,,,,,,,,,,
11682,17-Jun,0:40,24.78,91.11,0,0,,,,,,,,,,
11683,17-Jun,0:50,24.62,92.42,0,0,,,,,,,,,,
11684,17-Jun,1:00,24.54,92.89,0,0,,,,,,,,,,
11685,17-Jun,1:10,24.46,92.89,0,0,,,,,,,,,,
11686,17-Jun,1:20,24.23,92.89,0,0,,,,,,,,,,
11687,17-Jun,1:30,24.07,92.89,0,0,,,,,,,,,,
11688,17-Jun,1:40,24.07,92.89,0,0,,,,,,,,,,
11689,17-Jun,1:50,24.15,92.89,0,0,,,,,,,,,,
11690,17-Jun,2:00,24.15,92.89,0,0,,,,,,,,,,
11691,17-Jun,2:10,24.23,92.89,0,0,,,,,,,,,,
11692,17-Jun,2:20,24.23,92.89,0,0,,,,,,,,,,
11693,17-Jun,2:30,24.23,92.89,0,0,,,,,,,,,,
11694,17-Jun,2:40,24.23,92.89,0,0,,,,,,,,,,
11695,17-Jun,2:50,24.23,92.89,0,0,,,,,,,,,,
11696,17-Jun,3:00,24.15,92.89,0,0,,,,,,,,,,
11697,17-Jun,3:10,24.07,92.89,0,0,,,,,,,,,,
11698,17-Jun,3:20,23.91,92.89,0,0,,,,,,,,,,
11699,17-Jun,3:30,23.99,92.89,0,0,,,,,,,,,,
11700,17-Jun,3:40,23.91,92.89,0,0,,,,,,,,,,
11701,17-Jun,3:50,23.99,92.89,0,0,,,,,,,,,,
11702,17-Jun,4:00,23.91,92.89,0,0,,,,,,,,,,
11703,17-Jun,4:10,23.91,92.89,0,0,,,,,,,,,,
11704,17-Jun,4:20,23.91,92.89,0,0,,,,,,,,,,
11705,17-Jun,4:30,23.83,92.89,0,0,,,,,,,,,,
11706,17-Jun,4:40,23.83,92.89,0,0,,,,,,,,,,
11707,17-Jun,4:50,23.99,92.89,0,0,,,,,,,,,,
11708,17-Jun,5:00,23.99,92.89,0,0,,,,,,,,,,
11709,17-Jun,5:10,23.99,92.89,0,0,,,,,,,,,,
